102	Field Manual	-575.731	659.836	-3.764	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cavernous Maw	-560.382	640.134	0.000	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Telepoint stairs	420.712	43.468	24.963	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Telepoint	419.941	20.321	19.104	npc	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Survival Guide	774.446	-18.499	28.736	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Chocobo Rental	453.538	22.812	24.308	npc	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Shattered Telepoint stairs	318.081	-61.136	24.942	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Shattered Telepoint	337.889	-60.225	19.104	npc	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Dimensional Portal stairs	421.017	-161.466	24.771	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Dimensional Portal	420.067	-142.036	19.104	npc	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 1 bottom	5.812	-284.162	24.335	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 1 top	71.103	-256.879	9.453	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 2 bottom	-553.248	-131.828	0.028	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 2 top	-632.618	-94.451	-14.521	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 3 bottom	-648.678	285.412	16.370	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 3 top	-619.059	248.375	1.665	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 3 first branch bottom	-435.211	210.242	8.140	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 3 first branch top	-478.026	262.206	-7.111	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 3 second branch bottom	-225.280	122.719	8.667	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 3 second branch top	-127.322	130.392	8.781	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 4 bottom	283.964	247.671	40.428	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 4 top	248.030	204.696	24.161	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 5 bottom	526.420	-430.637	40.302	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
102	Cliff path 5 top	476.342	-373.660	23.860	object	live-route-recording-20260712-170700-z102	proven	recorded-survey-20260712
