245	Streetlamp	-110.195	-1.200	-157.381	discovered	entity:146:17780882
245	Shashan-Mishan	-113.449	-0.000	-167.358	discovered	entity:117:17780853
245	Voidwatch Purveyor	-113.500	-0.000	-174.500	discovered	entity:244:17780980
245	Yamilla	-113.710	-0.000	-176.784	discovered	entity:55:17780791
245	Hoolyjr	-106.701	-0.000	-176.536	discovered	entity:1616:975138
245	Thompy	-105.350	-0.000	-175.799	discovered	entity:1621:975140
245	Stompmndnutz	-103.429	-0.000	-180.163	discovered	entity:1649:243991
245	Dareeldewkey	-102.479	-0.000	-180.760	discovered	entity:1458:959682
245	Streetlamp	-118.140	-1.200	-171.104	discovered	entity:145:17780881
245	Alrauverat	-102.110	-0.000	-183.887	discovered	entity:142:17780878
245	Streetlamp	-102.098	-1.200	-143.450	discovered	entity:147:17780883
245	Criba	-101.890	-0.000	-172.770	discovered	entity:1523:450912
245	Jamminj	-101.597	-0.000	-182.813	discovered	entity:1457:526027
245	Fuelra	-100.671	-0.000	-181.919	discovered	entity:1558:625508
245	Nikniki	-100.638	-0.000	-179.643	discovered	entity:1065:890002
245	Madchildd	-99.992	-0.000	-181.137	discovered	entity:1464:497968
245	Almalieque	-99.958	-0.000	-183.369	discovered	entity:1606:38815
245	Goompa	-99.781	-0.000	-183.176	discovered	entity:1561:632346
245	Magdaa	-120.858	0.000	-200.203	discovered	entity:1300:655323
245	Galmiel	-99.587	-0.000	-183.416	discovered	entity:1539:830723
245	Kaunos	-99.587	-0.000	-183.416	discovered	entity:1538:830722
245	Shadowyon	-99.587	-0.000	-183.416	discovered	entity:1537:830724
245	Govey	-99.586	-0.000	-183.416	discovered	entity:1392:957215
245	Mogujing	-99.586	-0.000	-183.416	discovered	entity:1589:456186
245	Jaxks	-99.423	-0.000	-182.337	discovered	entity:1526:249321
245	Myuran	-100.385	-0.000	-182.251	discovered	entity:1608:625507
245	Cbbs	-99.587	-0.000	-183.416	discovered	entity:1620:259337
245	Remys	-99.587	-0.000	-183.416	discovered	entity:1622:262117
245	Yuumae	-99.587	-0.000	-183.416	discovered	entity:1627:945070
105	The Eldieme Necropolis entrance I-10, arrives J-10	134.666	-374.139	11.449	area	live-verified	proven	zone-test-2026-06-01
230	Northern San d'Oria zone line	0.620	54.388	-2.049	area	live-verified-axi-pos	proven	southern-to-northern-2026-06-27
232	Northern San d'Oria zone line	-108.899	-132.949	-8.500	area	live-verified-axi-pos	proven	port-to-northern-2026-06-28
